origin	name	size	site	multiplicity	edge_num	like_weight_ratio	post_prob	classification	scientific_name	domain_id	domain_name	division_id	division_name	class_id	class_name
COG1138.aligned	.1-.8_coastal_FGI7SFI01A284K_5	.1-.8	coastal	1	1027	0.214401	0.218603	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2256.aligned	.1-.8_coastal_FGI7SFI01A28CR_12	.1-.8	coastal	1	2393	1	1	285892	unclassified Rhodobacterales	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3818.aligned	.1-.8_coastal_FGI7SFI01A28CV_4	.1-.8	coastal	1	67	1	1	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1160.aligned	.1-.8_coastal_FGI7SFI01A28HJ_11	.1-.8	coastal	1	1380	0.774309	0.683021	83612	Psychroflexus	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0766.aligned	.1-.8_coastal_FGI7SFI01A2903_11	.1-.8	coastal	1	3528	0.126906	0.0855623	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1013.aligned	.1-.8_coastal_FGI7SFI01A2936_7	.1-.8	coastal	1	325	0.268753	0.290581	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1132.aligned	.1-.8_coastal_FGI7SFI01A29E6_9	.1-.8	coastal	1	3152	0.93688	0.821092	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0458.aligned	.1-.8_coastal_FGI7SFI01A29KN_5	.1-.8	coastal	1	3862	0.314817	0.283996	1091	Chlorobium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	1090	Chlorobi
COG0147.aligned	.1-.8_coastal_FGI7SFI01A29NF_5	.1-.8	coastal	1	2791	0.184349	0.2776	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0404.aligned	.1-.8_coastal_FGI7SFI01A29S2_6	.1-.8	coastal	1	3112	0.658785	0.712932	407	Methylobacterium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0069.aligned	.1-.8_coastal_FGI7SFI01A29WU_3	.1-.8	coastal	1	3757	0.991319	0.989294	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0667.aligned	.1-.8_coastal_FGI7SFI01A29XV_8	.1-.8	coastal	1	328	0.393551	0.300559	286	Pseudomonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4665.aligned	.1-.8_coastal_FGI7SFI01A2A0A_13	.1-.8	coastal	1	281	0.90686	0.928218	68525	delta/epsilon subdivisions	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG0782.aligned	.1-.8_coastal_FGI7SFI01A2A9I_5	.1-.8	coastal	1	3636	0.180632	0.228418	59600	Cellulophaga algicola	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3333.aligned	.1-.8_coastal_FGI7SFI01A2AP7_5	.1-.8	coastal	1	111	0.998933	0.999422	28211	Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2303.aligned	.1-.8_coastal_FGI7SFI01A2B07_13	.1-.8	coastal	1	293	0.464557	0.374568	1183400	Agrobacterium tumefaciens complex	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0508.aligned	.1-.8_coastal_FGI7SFI01A2B7Z_4	.1-.8	coastal	1	3301	0.743998	0.551073	146	Spirochaeta	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG0193.aligned	.1-.8_coastal_FGI7SFI01A2BG2_5	.1-.8	coastal	1	1430	0.568244	0.505299	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0178.aligned	.1-.8_coastal_FGI7SFI01A2BI3_4	.1-.8	coastal	1	4194	0.90621	0.912871	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2079.aligned	.1-.8_coastal_FGI7SFI01A2BP5_12	.1-.8	coastal	1	1042	0.674627	0.767114	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1043.aligned	.1-.8_coastal_FGI7SFI01A2BR9_17	.1-.8	coastal	1	2152	0.499601	0.365354	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0193.aligned	.1-.8_coastal_FGI7SFI01A2BWP_8	.1-.8	coastal	1	2109	0.995851	0.997607	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0173.aligned	.1-.8_coastal_FGI7SFI01A2C78_11	.1-.8	coastal	1	3412	0.224566	0.00796394	186328	Entomoplasmatales	2	Bacteria	544448	Tenericutes	31969	Mollicutes
COG1012.aligned	.1-.8_coastal_FGI7SFI01A2CD0_5	.1-.8	coastal	1	2192	0.379499	0.362077	1008	Saprospira grandis	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4638.aligned	.1-.8_coastal_FGI7SFI01A2CDA_14	.1-.8	coastal	1	1390	0.244194	0.315674	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0216.aligned	.1-.8_coastal_FGI7SFI01A2CDG_5	.1-.8	coastal	1	3084	1	1	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG5598.aligned	.1-.8_coastal_FGI7SFI01A2CP1_4	.1-.8	coastal	1	47	0.919676	0.986245	97050	Ruegeria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2030.aligned	.1-.8_coastal_FGI7SFI01A2CRT_4	.1-.8	coastal	1	2760	0.194495	0.196297	657	Photobacterium	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0001.aligned	.1-.8_coastal_FGI7SFI01A2D22_3	.1-.8	coastal	1	3289	0.449413	0.569828	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1496.aligned	.1-.8_coastal_FGI7SFI01A2D7V_7	.1-.8	coastal	1	1616	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4784.aligned	.1-.8_coastal_FGI7SFI01A2D81_14	.1-.8	coastal	1	314	0.347028	0.225755	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0337.aligned	.1-.8_coastal_FGI7SFI01A2D87_5	.1-.8	coastal	1	3537	0.786631	0.837296	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1960.aligned	.1-.8_coastal_FGI7SFI01A2DBI_12	.1-.8	coastal	1	1705	0.453499	0.478094	2924	Alexandrium	2759	Eukaryota	33630	Alveolata	2864	Dinophyceae
COG0015.aligned	.1-.8_coastal_FGI7SFI01A2DCJ_6	.1-.8	coastal	1	3892	1	1	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0232.aligned	.1-.8_coastal_FGI7SFI01A2E3A_11	.1-.8	coastal	1	592	0.352696	0.458264	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3333.aligned	.1-.8_coastal_FGI7SFI01A2EEY_7	.1-.8	coastal	1	105	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG3200.aligned	.1-.8_coastal_FGI7SFI01A2EF2_14	.1-.8	coastal	1	140	0.855695	0.944968	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0841.aligned	.1-.8_coastal_FGI7SFI01A2EG0_7	.1-.8	coastal	1	2276	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4764.aligned	.1-.8_coastal_FGI7SFI01A2EMF_12	.1-.8	coastal	1	530	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0541.aligned	.1-.8_coastal_FGI7SFI01A2EQZ_7	.1-.8	coastal	1	3863	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1012.aligned	.1-.8_coastal_FGI7SFI01A2ET3_16	.1-.8	coastal	1	832	0.614494	0.835829	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1074.aligned	.1-.8_coastal_FGI7SFI01A2FGR_4	.1-.8	coastal	1	3046	0.672308	0.671679	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0209.aligned	.1-.8_coastal_FGI7SFI01A2FHT_6	.1-.8	coastal	1	896	0.87097	0.890532	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1022.aligned	.1-.8_coastal_FGI7SFI01A2FIJ_6	.1-.8	coastal	1	3138	0.705193	0.772785	135622	Alteromonadales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0190.aligned	.1-.8_coastal_FGI7SFI01A2G5W_10	.1-.8	coastal	1	697	0.338693	0.21857	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1770.aligned	.1-.8_coastal_FGI7SFI01A2G87_7	.1-.8	coastal	1	962	0.944087	0.964703	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0761.aligned	.1-.8_coastal_FGI7SFI01A2G8B_3	.1-.8	coastal	1	1326	0.359287	0.447237	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0162.aligned	.1-.8_coastal_FGI7SFI01A2H2Q_14	.1-.8	coastal	1	4665	0.324167	0.338706	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1026.aligned	.1-.8_coastal_FGI7SFI01A2H7G_10	.1-.8	coastal	1	1376	0.630228	0.785593	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0086.aligned	.1-.8_coastal_FGI7SFI01A2H7T_7	.1-.8	coastal	1	126	0.190093	0.166218	136	Spirochaetales	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG0750.aligned	.1-.8_coastal_FGI7SFI01A2H8L_15	.1-.8	coastal	1	1332	0.861384	0.671002	47928	environmental samples	2	Bacteria	1239	Firmicutes	47928	environmental samples
COG0587.aligned	.1-.8_coastal_FGI7SFI01A2HB7_17	.1-.8	coastal	1	3030	0.732197	0.858409	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0656.aligned	.1-.8_coastal_FGI7SFI01A2HED_5	.1-.8	coastal	1	942	0.866357	0.905538	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0405.aligned	.1-.8_coastal_FGI7SFI01A2HIQ_5	.1-.8	coastal	1	526	0.721065	0.854198	458031	unclassified Acidobacteria	2	Bacteria	131550	Fibrobacteres/Acidobacteria group	57723	Acidobacteria
COG1364.aligned	.1-.8_coastal_FGI7SFI01A2HXD_2	.1-.8	coastal	1	812	0.663781	0.673041	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0652.aligned	.1-.8_coastal_FGI7SFI01A2I85_11	.1-.8	coastal	1	3248	0.790829	0.785182	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0854.aligned	.1-.8_coastal_FGI7SFI01A2IF3_7	.1-.8	coastal	1	1442	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0504.aligned	.1-.8_coastal_FGI7SFI01A2ILR_7	.1-.8	coastal	1	1360	0.322897	0.53243	563843	Rhodothermaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0008.aligned	.1-.8_coastal_FGI7SFI01A2IY8_4	.1-.8	coastal	1	931	1	1	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0317.aligned	.1-.8_coastal_FGI7SFI01A2IYF_19	.1-.8	coastal	1	247	0.436062	0.469265	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG5409.aligned	.1-.8_coastal_FGI7SFI01A2J3R_2	.1-.8	coastal	1	93	0.687216	0.824187	98651	Chromulinaceae	2759	Eukaryota	33634	Stramenopiles	2825	Chrysophyceae
COG0265.aligned	.1-.8_coastal_FGI7SFI01A2KM3_4	.1-.8	coastal	1	2178	0.316428	0.293502	49082	Candidatus Arthromitus	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0129.aligned	.1-.8_coastal_FGI7SFI01A2KPB_8	.1-.8	coastal	1	4182	0.933269	0.96552	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1441.aligned	.1-.8_coastal_FGI7SFI01A2KX9_6	.1-.8	coastal	1	593	0.34811	0.26001	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0861.aligned	.1-.8_coastal_FGI7SFI01A2L0G_5	.1-.8	coastal	1	2393	1	1	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0101.aligned	.1-.8_coastal_FGI7SFI01A2L2Z_7	.1-.8	coastal	1	3284	0.568984	0.526656	53246	Pseudoalteromonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1160.aligned	.1-.8_coastal_FGI7SFI01A2LCY_7	.1-.8	coastal	1	1422	0.265719	0.350235	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1024.aligned	.1-.8_coastal_FGI7SFI01A2LGJ_15	.1-.8	coastal	1	3097	0.642251	0.721929	1562	Desulfotomaculum	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG1171.aligned	.1-.8_coastal_FGI7SFI01A2LSW_7	.1-.8	coastal	1	908	0.98864	0.990405	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2983.aligned	.1-.8_coastal_FGI7SFI01A2MB3_4	.1-.8	coastal	1	976	1	1	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2877.aligned	.1-.8_coastal_FGI7SFI01A2MLX_4	.1-.8	coastal	1	1897	0.334871	0.580343	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3604.aligned	.1-.8_coastal_FGI7SFI01A2MSH_3	.1-.8	coastal	1	1234	0.988982	0.99633	239759	Alistipes	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1033.aligned	.1-.8_coastal_FGI7SFI01A2N2A_6	.1-.8	coastal	1	1027	0.989993	0.996774	70447	Ostreococcus	2759	Eukaryota	33090	Viridiplantae	3041	Chlorophyta
COG3320.aligned	.1-.8_coastal_FGI7SFI01A2N5B_16	.1-.8	coastal	1	1892	0.29344	0.414255	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0389.aligned	.1-.8_coastal_FGI7SFI01A2N7S_16	.1-.8	coastal	1	2368	0.249703	0.234506	34085	Riemerella anatipestifer	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4395.aligned	.1-.8_coastal_FGI7SFI01A2NDU_6	.1-.8	coastal	1	122	0.773645	0.855492	31993	Methylocystaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0405.aligned	.1-.8_coastal_FGI7SFI01A2NEV_14	.1-.8	coastal	1	2463	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2025.aligned	.1-.8_coastal_FGI7SFI01A2NKF_5	.1-.8	coastal	1	201	0.308598	0.251064	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1726.aligned	.1-.8_coastal_FGI7SFI01A2OCK_6	.1-.8	coastal	1	3	1	1	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1485.aligned	.1-.8_coastal_FGI7SFI01A2OGL_7	.1-.8	coastal	1	2232	1	1	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3938.aligned	.1-.8_coastal_FGI7SFI01A2OKK_7	.1-.8	coastal	1	1106	0.614604	0.696965	1183400	Agrobacterium tumefaciens complex	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1825.aligned	.1-.8_coastal_FGI7SFI01A2OMZ_17	.1-.8	coastal	1	3679	0.995231	0.998194	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0493.aligned	.1-.8_coastal_FGI7SFI01A2OYB_4	.1-.8	coastal	1	178	0.902921	0.839564	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4664.aligned	.1-.8_coastal_FGI7SFI01A2Q9Y_9	.1-.8	coastal	1	480	0.996316	0.999764	224471	Burkholderiales Genera incertae sedis	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG0280.aligned	.1-.8_coastal_FGI7SFI01A2QEU_11	.1-.8	coastal	1	2211	0.639092	0.772405	136	Spirochaetales	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG0404.aligned	.1-.8_coastal_FGI7SFI01A2QM0_7	.1-.8	coastal	1	3080	0.995726	0.992516	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4199.aligned	.1-.8_coastal_FGI7SFI01A2QNN_3	.1-.8	coastal	1	20	0.120633	0.163923	1637	Listeria	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG0060.aligned	.1-.8_coastal_FGI7SFI01A2QOT_19	.1-.8	coastal	1	5271	0.981541	0.997079	549779	Mimiviridae	10239	Viruses	549779	Mimiviridae	-1	NULL
COG0366.aligned	.1-.8_coastal_FGI7SFI01A2QQO_13	.1-.8	coastal	1	3043	0.125627	0.157793	1189	Stigonematales	2	Bacteria	1117	Cyanobacteria	1189	Stigonematales
COG0835.aligned	.1-.8_coastal_FGI7SFI01A2QWU_6	.1-.8	coastal	1	2055	0.401541	0.475476	189779	Nitrospiraceae	2	Bacteria	40117	Nitrospirae	203693	Nitrospira
COG1452.aligned	.1-.8_coastal_FGI7SFI01A2R1C_6	.1-.8	coastal	1	1705	0.471138	0.613676	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1733.aligned	.1-.8_coastal_FGI7SFI01A2R47_15	.1-.8	coastal	1	1302	0.470967	0.580721	338190	Nitrosopumilaceae	2157	Archaea	651137	Thaumarchaeota	31932	Nitrosopumilales
COG0653.aligned	.1-.8_coastal_FGI7SFI01A2R7C_16	.1-.8	coastal	1	564	0.879635	0.93468	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0381.aligned	.1-.8_coastal_FGI7SFI01A2RGO_6	.1-.8	coastal	1	2358	0.997921	0.998993	2276	Pyrobaculum	2157	Archaea	28889	Crenarchaeota	183924	Thermoprotei
COG0542.aligned	.1-.8_coastal_FGI7SFI01A2RJD_5	.1-.8	coastal	1	3660	0.505641	0.730043	39119	Dictyochophyceae	2759	Eukaryota	33634	Stramenopiles	39119	Dictyochophyceae
COG0128.aligned	.1-.8_coastal_FGI7SFI01A2RJP_3	.1-.8	coastal	1	2719	0.539797	0.719166	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0247.aligned	.1-.8_coastal_FGI7SFI01A2RNL_4	.1-.8	coastal	1	1837	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0165.aligned	.1-.8_coastal_FGI7SFI01A2RNU_6	.1-.8	coastal	1	2312	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0413.aligned	.1-.8_coastal_FGI7SFI01A2RPQ_10	.1-.8	coastal	1	1538	1	1	2323	unclassified Bacteria	2	Bacteria	2323	unclassified Bacteria	-1	NULL
COG1012.aligned	.1-.8_coastal_FGI7SFI01A2RPZ_14	.1-.8	coastal	1	3407	1	1	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0787.aligned	.1-.8_coastal_FGI7SFI01A2RS3_17	.1-.8	coastal	1	3229	0.611516	0.507891	79206	Desulfosporosinus	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0686.aligned	.1-.8_coastal_FGI7SFI01A2RX4_6	.1-.8	coastal	1	622	0.847474	0.890311	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1212.aligned	.1-.8_coastal_FGI7SFI01A2RXH_6	.1-.8	coastal	1	293	0.298002	0.457164	126	Planctomycetaceae	2	Bacteria	203682	Planctomycetes	203683	Planctomycetia
COG1089.aligned	.1-.8_coastal_FGI7SFI01A2RZQ_4	.1-.8	coastal	1	473	0.437653	0.59195	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0258.aligned	.1-.8_coastal_FGI7SFI01A2SFW_16	.1-.8	coastal	1	530	0.997416	0.998084	28211	Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1028.aligned	.1-.8_coastal_FGI7SFI01A2SKF_14	.1-.8	coastal	1	4587	0.999039	0.999029	379	Rhizobium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2366.aligned	.1-.8_coastal_FGI7SFI01A2SSK_9	.1-.8	coastal	1	1133	0.315209	0.312348	28056	Micromonosporaceae	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0112.aligned	.1-.8_coastal_FGI7SFI01A2TUG_7	.1-.8	coastal	1	1700	1	1	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4796.aligned	.1-.8_coastal_FGI7SFI01A2TZ5_7	.1-.8	coastal	1	1334	0.980357	0.979028	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0111.aligned	.1-.8_coastal_FGI7SFI01A2TZT_5	.1-.8	coastal	1	2709	0.844794	0.889865	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1160.aligned	.1-.8_coastal_FGI7SFI01A2U0W_14	.1-.8	coastal	1	1373	0.29571	0.398364	200644	Flavobacteriales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0343.aligned	.1-.8_coastal_FGI7SFI01A2U15_13	.1-.8	coastal	1	219	0.307159	0.289448	49237	Chaetoceros	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG0285.aligned	.1-.8_coastal_FGI7SFI01A2U5L_13	.1-.8	coastal	1	834	1	1	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0547.aligned	.1-.8_coastal_FGI7SFI01A2U6M_14	.1-.8	coastal	1	3631	0.197213	0.222659	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2871.aligned	.1-.8_coastal_FGI7SFI01A2URT_5	.1-.8	coastal	1	167	0.144611	0.158943	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2352.aligned	.1-.8_coastal_FGI7SFI01A2USM_5	.1-.8	coastal	1	1603	1	1	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0749.aligned	.1-.8_coastal_FGI7SFI01A2UXZ_7	.1-.8	coastal	1	2053	0.982861	0.983288	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0488.aligned	.1-.8_coastal_FGI7SFI01A2V2G_2	.1-.8	coastal	1	1006	0.601254	0.671416	59600	Cellulophaga algicola	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2352.aligned	.1-.8_coastal_FGI7SFI01A2V3N_6	.1-.8	coastal	1	1603	1	1	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0488.aligned	.1-.8_coastal_FGI7SFI01A2VA5_4	.1-.8	coastal	1	3585	0.343282	0.432175	59753	Alcanivorax	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0048.aligned	.1-.8_coastal_FGI7SFI01A2VFG_2	.1-.8	coastal	1	1519	0.36903	0.362719	274493	Chlorobium/Pelodictyon group	2	Bacteria	68336	Bacteroidetes/Chlorobi group	1090	Chlorobi
COG0365.aligned	.1-.8_coastal_FGI7SFI01A2VG4_4	.1-.8	coastal	1	2999	0.370838	0.397309	32351	melanogaster subgroup	2759	Eukaryota	33154	Opisthokonta	33208	Metazoa
COG0735.aligned	.1-.8_coastal_FGI7SFI01A2VIM_18	.1-.8	coastal	1	2429	0.507452	0.630808	171549	Bacteroidales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1053.aligned	.1-.8_coastal_FGI7SFI01A2VKI_6	.1-.8	coastal	1	112	0.918243	0.753185	433	Acetobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0137.aligned	.1-.8_coastal_FGI7SFI01A2WUC_16	.1-.8	coastal	1	505	0.116203	0.122024	2433	Roseobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0012.aligned	.1-.8_coastal_FGI7SFI01A2WYX_11	.1-.8	coastal	1	2430	0.945065	0.960405	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0372.aligned	.1-.8_coastal_FGI7SFI01A2X77_7	.1-.8	coastal	1	1612	0.928478	0.966443	126	Planctomycetaceae	2	Bacteria	203682	Planctomycetes	203683	Planctomycetia
COG0733.aligned	.1-.8_coastal_FGI7SFI01A2XDH_18	.1-.8	coastal	1	1540	1	1	89373	Cytophagaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0752.aligned	.1-.8_coastal_FGI7SFI01A2XFS_6	.1-.8	coastal	1	1224	0.343375	0.456256	2745	Halomonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
